model_name,subgroup_dimension,subgroup_value,n,mae,median_absolute_error,rmse,actual_mean,predicted_mean,actual_sum,predicted_sum,actual_to_expected_ratio,calibration_error_abs
APR_DRG_SEVERITY_MEAN,hospital_key,31,1307,2.2535631575507318,0.9542212285744704,5.983390079697662,4.944912012241775,4.6745253184524564,6463.0,6109.60459121736,1.0578425990596265,0.05784259905962652
APR_DRG_SEVERITY_MEAN,hospital_key,32,3976,3.335757988802825,1.5571073867163252,7.761156546041459,6.062374245472837,5.838426000592106,24104.0,23213.581778354215,1.038357640373967,0.03835764037396694
APR_DRG_SEVERITY_MEAN,hospital_key,33,694,3.7280910761675625,2.129578584022449,7.362007478908653,6.2982708933717575,5.816187702544443,4371.0,4036.434265565844,1.0828864568136984,0.08288645681369844
APR_DRG_SEVERITY_MEAN,hospital_key,34,62,2.0855463825090075,1.5538243626062322,2.8121446407641555,3.5161290322580645,3.7846564759524255,218.0,234.64870150905037,0.9290483970208195,0.07095160297918046
APR_DRG_SEVERITY_MEAN,hospital_key,35,153,3.392685410246627,1.4523809523809526,6.950158884918454,6.143790849673203,5.461905361539368,940.0,835.6715203155234,1.1248438856036227,0.1248438856036227
APR_DRG_SEVERITY_MEAN,hospital_key,36,63,6.802129851042454,2.1417322834645667,12.459482172897674,9.428571428571429,4.809109524052542,594.0,302.97390001531016,1.960564919849477,0.960564919849477
APR_DRG_SEVERITY_MEAN,hospital_key,37,236,2.631858638647332,1.1310498232781563,4.867055666053462,4.8559322033898304,5.216046303544292,1146.0,1230.986927636453,0.9309603329422584,0.06903966705774156
APR_DRG_SEVERITY_MEAN,hospital_key,38,77,4.6244537238018015,2.450315075133301,11.202509638883381,6.675324675324675,6.447096251435807,514.0,496.4264113605571,1.035400188703254,0.03540018870325401
APR_DRG_SEVERITY_MEAN,hospital_key,39,269,1.9445006978763824,1.13875,2.8674020746132345,3.907063197026022,4.964283957642825,1051.0,1335.39238460592,0.7870345915669983,0.2129654084330017
APR_DRG_SEVERITY_MEAN,hospital_key,40,522,2.600297725537137,1.6518626062961594,4.697711147560556,3.9310344827586206,4.891699810638778,2052.0,2553.4673011534423,0.8036131886525739,0.19638681134742608
